ente,uf,ano,grupo,contrib_previdenciaria,recursos_acumulados,receita_investimentos_e_ativos,pagamento_beneficios,data_recebimento_adesao,data_adesao,data_cert_inicial,nivel_inicial,data_renovacao_cert,nivel_atual,contrib_previdenciaria_problema,recursos_acumulados_problema,receita_investimentos_e_ativos_problema,pagamento_beneficios_problema
JAGUARIAIVA,PR,2020,MÉDIO PORTE,6806724.02,42299037.89,32761882.34,8630401.69,,,,,,,False,False,False,False
JAGUARIAIVA,PR,2021,MÉDIO PORTE,8222506.01,46534314.46,31366942.259999998,10097464.68,,,,,,,False,False,False,False
JAGUARIAIVA,PR,2022,MÉDIO PORTE,10266544.86,52773279.08000001,34962067.66,11843583.44,,,,,,,False,False,False,False
JAGUARIAIVA,PR,2023,MÉDIO PORTE,11545147.43,62067062.95,38705648.32,12594911.66,,,,,,,False,False,False,False
JAGUARIAIVA,PR,2024,MÉDIO PORTE,13064907.79,78393301.97,36143725.48,14903304.14,2024-03-07 00:00:00,3024-03-03 00:00:00,,,,,False,False,False,False
JAGUARIUNA,SP,2019,MÉDIO PORTE,29390928.33,135639424.15,54345421.59,2252059.58,,,,,,,False,False,False,False
JAGUARIUNA,SP,2020,MÉDIO PORTE,24019800.72,184549321.06,39628612.71,3822172.3,,,,,,,False,False,False,False
JAGUARIUNA,SP,2021,MÉDIO PORTE,33745767.8,215207521.99,29536489.14,6377734.23,,,,,,,False,False,False,False
JAGUARIUNA,SP,2022,MÉDIO PORTE,41114002.71,270167226.66,45789923.629999995,9593942.6,,,,,,,False,False,False,False
JAGUARIUNA,SP,2023,MÉDIO PORTE,48858948.86,295240315.74,72660670.6,11963005.68,,,,,,,False,False,False,False
JAGUARIUNA,SP,2024,MÉDIO PORTE,52762070.26,377288069.81,56730270.37,14527113.31,,,,,,,False,False,False,False
JAICOS,PI,2019,PEQUENO PORTE,2053705.45,20142057.14,32023487.54,2098592.96,,,,,,,False,False,False,False
JAICOS,PI,2020,PEQUENO PORTE,2546304.88,22419761.57,30983604.689999998,2547188.43,,,,,,,False,False,False,False
JAICOS,PI,2021,PEQUENO PORTE,3054533.95,23731789.54,30145979.48,2865238.51,,,,,,,False,False,False,False
JAICOS,PI,2022,PEQUENO PORTE,3946451.12,24717968.08,32387296.97,4167086.16,,,,,,,False,False,False,False
JAICOS,PI,2023,PEQUENO PORTE,4258454.94,26224734.25,33279236.15,5065125.42,,,,,,,False,False,False,False
JAICOS,PI,2024,PEQUENO PORTE,4576726.29,27980152.23,31736024.529999997,5889600.15,2022-02-07 00:00:00,2021-12-14 00:00:00,,,,,False,False,False,False
JALES,SP,2019,MÉDIO PORTE,15904067.02,39788464.26,34633661.32,18606095.21,,,,,,,False,False,False,False
JALES,SP,2020,MÉDIO PORTE,12984098.37,47748002.91,33686574.65,21274443.91,,,,,,,False,False,False,False
JALES,SP,2021,MÉDIO PORTE,14082649.49,47482626.1,24782944.82,22657513.43,,,,,,,False,False,False,False
JALES,SP,2022,MÉDIO PORTE,17450107.14,49399162.99,30784427.08,29982631.78,,,,,,,False,False,False,False
JALES,SP,2023,MÉDIO PORTE,20053422.85,55928023.09,33797703.92,33275434.13,,,,,,,False,False,False,False
JALES,SP,2024,MÉDIO PORTE,16281662.89,65672044.5,34168652.69,35660387.67,2018-08-06 00:00:00,2018-07-25 00:00:00,2021-09-30 00:00:00,I,2025-01-17 00:00:00,II,False,False,False,False
JANAUBA,MG,2019,MÉDIO PORTE,12210579.59,31476147.43,34975842.85,11484014.23,,,,,,,False,False,False,False
JANAUBA,MG,2020,MÉDIO PORTE,12596462.27,39678229.65000001,32802092.419999998,11489198.07,,,,,,,False,False,False,False
JANAUBA,MG,2021,MÉDIO PORTE,12551499.61,48119982.06,29112871.23,6838350.31,,,,,,,False,False,False,False
JANAUBA,MG,2022,MÉDIO PORTE,12024456.76,50342691.88,33900741.98,17637912.16,,,,,,,False,False,False,False
JANAUBA,MG,2023,MÉDIO PORTE,15767720.33,58505213.14,37194631.3,20853698.07,,,,,,,False,False,False,False
JANAUBA,MG,2024,MÉDIO PORTE,1942163.71,67232156.49,31303174.93,3869496.33,,,,,,,False,False,False,False
JANDAIA,GO,2019,PEQUENO PORTE,2911545.48,1872247.68,30033102.79,2863523.79,,,,,,,False,False,False,False
JANDAIA,GO,2020,PEQUENO PORTE,2690790.18,1532688.91,29993425.0,3051010.35,,,,,,,False,False,False,False
JANDAIA,GO,2021,PEQUENO PORTE,4021067.87,2558086.91,30010115.349999998,3556275.56,,,,,,,False,False,False,False
JANDAIA,GO,2022,PEQUENO PORTE,3919527.1,3310303.74,30217206.279999997,3851939.54,,,,,,,False,False,False,False
JANDAIA,GO,2023,PEQUENO PORTE,3783422.98,3539651.63,30156589.869999997,3430325.56,,,,,,,False,False,False,False
JANDAIA,GO,2024,PEQUENO PORTE,3973946.41,2426906.06,30156410.33,4474998.79,,,,,,,False,False,False,False
JANIOPOLIS,PR,2019,PEQUENO PORTE,4821241.69,4646663.5,30669349.8,4152231.69,,,,,,,False,False,False,False
JANIOPOLIS,PR,2020,PEQUENO PORTE,5471926.37,6398645.38,30031908.58,4477395.94,,,,,,,False,False,False,False
JANIOPOLIS,PR,2021,PEQUENO PORTE,5774554.36,7887491.300000002,29941365.2,5106649.22,,,,,,,False,False,False,False
JANIOPOLIS,PR,2022,PEQUENO PORTE,6038216.93,9023527.8,30658564.45,5607911.65,,,,,,,False,False,False,False
JANIOPOLIS,PR,2023,PEQUENO PORTE,6239874.58,10545235.73,31351381.8,5510710.21,,,,,,,False,False,False,False
JANIOPOLIS,PR,2024,PEQUENO PORTE,3487217.91,12702541.38,30563282.04,4237240.56,,,,,,,False,False,False,False
JANUARIA,MG,2019,MÉDIO PORTE,4408054.37,22591833.19,33377602.23,3986150.31,,,,,,,False,False,False,False
JANUARIA,MG,2020,MÉDIO PORTE,7713751.73,29370426.78,34324146.96,4809448.65,,,,,,,False,False,False,False
JANUARIA,MG,2021,MÉDIO PORTE,15076655.08,38972353.45,32451230.22,5765483.25,,,,,,,False,False,False,False
JANUARIA,MG,2022,MÉDIO PORTE,17568599.5,52502778.98,35450412.95,7413581.42,,,,,,,False,False,False,False
JANUARIA,MG,2023,MÉDIO PORTE,17247036.06,67993468.95,40626371.989999995,9570138.1,,,,,,,False,False,False,False
JANUARIA,MG,2024,MÉDIO PORTE,13025601.81,90709779.91,39031563.23,11631726.83,,,,,,,False,False,False,False
JAPARAIBA,MG,2019,PEQUENO PORTE,1409004.73,5564273.31,30528891.669999998,528355.49,,,,,,,False,False,False,False
JAPARAIBA,MG,2020,PEQUENO PORTE,1696153.31,6989942.02,30319239.48,612445.23,,,,,,,False,False,False,False
JAPARAIBA,MG,2021,PEQUENO PORTE,1811024.97,8355261.65,30070976.55,611870.82,,,,,,,False,False,False,False
JAPARAIBA,MG,2022,PEQUENO PORTE,1983496.55,9481800.33,30752103.88,808895.82,,,,,,,False,False,False,False
JAPARAIBA,MG,2023,PEQUENO PORTE,2242989.93,11246302.87,31471663.68,1012171.36,,,,,,,False,False,False,False
JAPARAIBA,MG,2024,PEQUENO PORTE,2319520.78,13865602.12,31004931.68,1031919.88,,,,,,,False,False,False,False
JAPONVAR,MG,2019,PEQUENO PORTE,1492248.74,7506058.61,30461024.63,243511.92,,,,,,,False,False,False,False
JAPONVAR,MG,2020,PEQUENO PORTE,1734679.82,9617544.45,30456173.15,360219.09,,,,,,,False,False,False,False
JAPONVAR,MG,2021,PEQUENO PORTE,1764667.58,12119245.33,30091605.9,414098.66,,,,,,,False,False,False,False
JAPONVAR,MG,2022,PEQUENO PORTE,1914588.25,13315540.23,30370820.369999997,582176.11,,,,,,,False,False,False,False
JAPONVAR,MG,2023,PEQUENO PORTE,2061233.18,15219917.09,31724090.27,745784.87,,,,,,,False,False,False,False
JAPONVAR,MG,2024,PEQUENO PORTE,2229115.69,18727197.16,30822062.869999997,945752.39,,,,,,,False,False,False,False
JAPURA,PR,2019,PEQUENO PORTE,2728048.24,16316442.75,32411361.849999998,4148443.58,,,,,,,False,False,False,False
JAPURA,PR,2020,PEQUENO PORTE,3247168.84,18758423.54,30888030.14,4661910.0,,,,,,,False,False,False,False
JAPURA,PR,2021,PEQUENO PORTE,3860668.21,20894567.01,29134232.07,5004603.85,,,,,,,False,False,False,False
JAPURA,PR,2022,PEQUENO PORTE,4785119.97,20317295.55,31157137.18,6835581.2,,,,,,,False,False,False,False
JAPURA,PR,2023,PEQUENO PORTE,5359840.93,21500284.49,32133173.23,7350369.03,,,,,,,False,False,False,False
JAPURA,PR,2024,PEQUENO PORTE,5502700.36,25188134.15,31078927.619999997,8114908.6,2022-08-10 00:00:00,2022-08-10 00:00:00,2023-12-06 00:00:00,I,,I,False,False,False,False
JAQUIRANA,RS,2019,PEQUENO PORTE,1418096.48,13728660.92,31787109.33,1676092.71,,,,,,,False,False,False,False
JAQUIRANA,RS,2020,PEQUENO PORTE,1512649.84,15224929.73,30536158.009999998,1797792.4,,,,,,,False,False,False,False
JAQUIRANA,RS,2021,PEQUENO PORTE,1562072.52,15207345.49,30290888.49,1930365.5,,,,,,,False,False,False,False
JAQUIRANA,RS,2022,PEQUENO PORTE,1592018.71,15104617.62,31520723.59,2450604.45,,,,,,,False,False,False,False
JAQUIRANA,RS,2023,PEQUENO PORTE,1591397.74,15960208.52,31827902.96,2784801.43,,,,,,,False,False,False,False
JAQUIRANA,RS,2024,PEQUENO PORTE,1916876.44,17001975.88,31287026.04,3014063.73,,,,,,,False,False,False,False
JARDIM OLINDA,PR,2019,PEQUENO PORTE,964510.82,4019754.13,30281830.91,1373941.21,,,,,,,False,False,False,False
JARDIM OLINDA,PR,2020,PEQUENO PORTE,985474.3,4471620.67,30272227.83,1479031.7,,,,,,,False,False,False,False
JARDIM OLINDA,PR,2021,PEQUENO PORTE,1057297.36,5761883.19,30115469.869999997,1519682.07,,,,,,,False,False,False,False
JARDIM OLINDA,PR,2022,PEQUENO PORTE,1336204.47,6300280.85,30596194.77,1868040.57,,,,,,,False,False,False,False
JARDIM OLINDA,PR,2023,PEQUENO PORTE,1635147.16,7783713.03,31033916.31,2117846.21,,,,,,,False,False,False,False
JARDIM OLINDA,PR,2024,PEQUENO PORTE,2130920.57,9847623.11,30687685.32,2562657.1,,,,,,,False,False,False,False
JATAUBA,PE,2019,PEQUENO PORTE,2504312.43,17399.43,30190981.25,2621430.8,,,,,,,False,False,False,False
JATAUBA,PE,2020,PEQUENO PORTE,2799900.61,66958.96,29863043.7,2813254.92,,,,,,,False,False,False,False
JATAUBA,PE,2021,PEQUENO PORTE,3924839.71,41249.81,29875645.439999998,2886341.16,,,,,,,False,False,False,False
JATAUBA,PE,2022,PEQUENO PORTE,4362128.85,565471.63,30077159.79,2774563.16,,,,,,,False,False,False,False
JATAUBA,PE,2023,PEQUENO PORTE,5223193.87,2523063.62,30409998.95,3255737.0,,,,,,,False,False,False,False
JATAUBA,PE,2024,PEQUENO PORTE,5916675.6,6727382.72,30519425.79,3450857.33,2023-06-27 00:00:00,2023-06-21 00:00:00,,,,,False,False,False,False
JATEI,MS,2019,PEQUENO PORTE,3863248.84,14611037.52,31510059.46,1482569.62,,,,,,,False,False,False,False
JATEI,MS,2020,PEQUENO PORTE,3979536.77,17156314.36,31673607.21,1772077.79,,,,,,,False,False,False,False
JATEI,MS,2021,PEQUENO PORTE,3525761.65,19804043.38,30779916.34,2054062.96,,,,,,,False,False,False,False
JATEI,MS,2022,PEQUENO PORTE,4153934.4,21706262.55,32277641.0,2364584.21,,,,,,,False,False,False,False
JATEI,MS,2023,PEQUENO PORTE,4584986.63,25365679.56,33635125.23,2958021.42,,,,,,,False,False,False,False
JATEI,MS,2024,PEQUENO PORTE,3650667.62,30106723.89,31955799.23,2334733.15,,,,,,,False,False,False,False
JAURU,MT,2019,PEQUENO PORTE,3024661.97,16878173.52,32602194.98,2121435.11,,,,,,,False,False,False,False
JAURU,MT,2020,PEQUENO PORTE,3730763.46,20468502.66,31135321.189999998,2434054.15,,,,,,,False,False,False,False
JAURU,MT,2021,PEQUENO PORTE,4012337.73,23417675.83,30251911.39,2394590.26,,,,,,,False,False,False,False
JAURU,MT,2022,PEQUENO PORTE,4734511.15,25327736.53,30846989.029999997,2528782.1,,,,,,,False,False,False,False
JAURU,MT,2023,PEQUENO PORTE,6025662.55,28144892.47,34412543.019999996,3679369.01,,,,,,,False,False,False,False
JAURU,MT,2024,PEQUENO PORTE,6415750.81,34268163.23,32918141.07,4620391.33,,,,,,,False,False,False,False
JERONIMO MONTEIRO,ES,2019,PEQUENO PORTE,2443924.13,12083944.36,32908381.25,3952200.55,,,,,,,False,False,False,False
JERONIMO MONTEIRO,ES,2020,PEQUENO PORTE,2436655.56,15074748.68,30416755.49,3855760.54,,,,,,,False,False,False,False
JERONIMO MONTEIRO,ES,2021,PEQUENO PORTE,2905372.36,15421833.05,29418826.279999997,2723988.73,,,,,,,False,False,False,False
JERONIMO MONTEIRO,ES,2022,PEQUENO PORTE,2905213.4,15209220.36,30862262.7,1898198.92,,,,,,,False,False,False,False
JERONIMO MONTEIRO,ES,2023,PEQUENO PORTE,2964226.09,17075624.24,32546568.5,1931825.12,,,,,,,False,False,False,False
JERONIMO MONTEIRO,ES,2024,PEQUENO PORTE,3237826.76,20540151.37,29409382.33,3103320.83,2022-07-25 00:00:00,2022-07-11 00:00:00,,,,,False,False,False,False
JESUPOLIS,GO,2019,PEQUENO PORTE,1024454.52,4079050.82,30237287.99,838181.39,,,,,,,False,False,False,False
JESUPOLIS,GO,2020,PEQUENO PORTE,1122444.06,4390535.75,30121009.619999997,922440.87,,,,,,,False,False,False,False
JESUPOLIS,GO,2021,PEQUENO PORTE,1341196.47,5435497.02,30079910.2,979959.81,,,,,,,False,False,False,False
JESUPOLIS,GO,2022,PEQUENO PORTE,1572488.33,5972061.28,30492411.4,1107840.43,,,,,,,False,False,False,False
JESUPOLIS,GO,2023,PEQUENO PORTE,1772392.66,6990366.11,30733151.34,1247791.6,,,,,,,False,False,False,False
JESUPOLIS,GO,2024,PEQUENO PORTE,1845918.19,8214639.18,30616336.63,1465117.38,,,,,,,False,False,False,False
JI-PARANA,RO,2019,MÉDIO PORTE,16881286.3,163169493.84,30799122.77,6853817.14,,,,,,,False,False,False,False
JI-PARANA,RO,2020,MÉDIO PORTE,17719374.67,174849169.25,37837254.99,7702058.32,,,,,,,False,False,False,False
JI-PARANA,RO,2021,MÉDIO PORTE,21402115.8,196621061.45,29184531.24,9893436.73,,,,,,,False,False,False,False
JI-PARANA,RO,2022,MÉDIO PORTE,26974939.39,195067369.53,44422031.34,12238036.44,,,,,,,False,False,False,False
JI-PARANA,RO,2023,MÉDIO PORTE,30188513.09,230898527.59,62833766.18,13480354.11,,,,,,,False,False,False,False
JI-PARANA,RO,2024,MÉDIO PORTE,32719369.19,283961291.14,48979403.019999996,16571534.9,2022-12-08 00:00:00,2022-12-02 00:00:00,,,,,False,False,False,False
JOAO ALFREDO,PE,2019,MÉDIO PORTE,4978442.64,4195388.649999999,30731354.169999998,5774041.63,,,,,,,False,False,False,False
JOAO ALFREDO,PE,2020,MÉDIO PORTE,5438688.63,6089597.970000002,30242919.24,6563474.19,,,,,,,False,False,False,False
JOAO ALFREDO,PE,2021,MÉDIO PORTE,5571703.6,9690394.53,29878024.33,7012147.37,,,,,,,False,False,False,False
JOAO ALFREDO,PE,2022,MÉDIO PORTE,5578352.63,10790514.85,30822491.939999998,9006309.45,,,,,,,False,False,False,False
JOAO ALFREDO,PE,2023,MÉDIO PORTE,4087814.27,11146612.95,30919732.39,9927802.8,,,,,,,False,False,False,False
JOAO ALFREDO,PE,2024,MÉDIO PORTE,2434009.43,9750626.27,30529982.759999998,12585956.0,03/02/035,2025-02-03 00:00:00,,,,,False,False,False,False
JOAO PINHEIRO,MG,2019,MÉDIO PORTE,7918631.54,35227141.77,34457791.48,7919443.01,,,,,,,False,False,False,False
JOAO PINHEIRO,MG,2020,MÉDIO PORTE,6957718.5,42540755.12,31364312.009999998,10017684.14,,,,,,,False,False,False,False
JOAO PINHEIRO,MG,2021,MÉDIO PORTE,12858993.13,46111673.79000001,31106729.61,12050246.28,,,,,,,False,False,False,False
JOAO PINHEIRO,MG,2022,MÉDIO PORTE,14933088.73,52354918.15000001,33400695.79,16109363.63,,,,,,,False,False,False,False
JOAO PINHEIRO,MG,2023,MÉDIO PORTE,16583720.28,61693159.36,38336831.04,18688455.96,,,,,,,False,False,False,False
JOAO PINHEIRO,MG,2024,MÉDIO PORTE,13975505.6,72574668.97,36230459.31,17742096.93,,,,,,,False,False,False,False
JOAO RAMALHO,SP,2019,PEQUENO PORTE,3213807.89,17329679.38,31797298.74,2314778.17,,,,,,,False,False,False,False
JOAO RAMALHO,SP,2020,PEQUENO PORTE,3240200.18,20220023.28,30996653.029999997,2510844.51,,,,,,,False,False,False,False
JOAO RAMALHO,SP,2021,PEQUENO PORTE,1808958.99,22002071.09,30589557.43,2829925.72,,,,,,,False,False,False,False
JOAO RAMALHO,SP,2022,PEQUENO PORTE,2162533.54,22396248.01,31545561.93,3382560.94,,,,,,,False,False,False,False
JOAO RAMALHO,SP,2023,PEQUENO PORTE,2611155.95,24238124.7,33074691.549999997,3838227.86,,,,,,,False,False,False,False
JOAO RAMALHO,SP,2024,PEQUENO PORTE,2590221.49,28045334.81,31289256.84,4843963.71,,,,,,,False,False,False,False
JOAQUIM PIRES,PI,2019,PEQUENO PORTE,1709036.67,7210127.87,30766467.46,563793.8,,,,,,,False,False,False,False
JOAQUIM PIRES,PI,2020,PEQUENO PORTE,2638917.77,9160674.49,30498562.24,808602.72,,,,,,,False,False,False,False
JOAQUIM PIRES,PI,2021,PEQUENO PORTE,3405211.23,11759392.43,29612030.119999997,883601.03,,,,,,,False,False,False,False
JOAQUIM PIRES,PI,2022,PEQUENO PORTE,3804044.18,13939926.68,30890294.93,1266499.76,,,,,,,False,False,False,False
JOAQUIM PIRES,PI,2023,PEQUENO PORTE,5108983.18,17271396.03,31402878.33,1577035.4,,,,,,,False,False,False,False
JOAQUIM PIRES,PI,2024,PEQUENO PORTE,5292110.01,23195218.91,31226744.119999997,1566144.52,,,,,,,False,False,False,False
JOIA,RS,2019,PEQUENO PORTE,4885258.44,43207577.49,34631339.65,3940706.24,,,,,,,False,False,False,False
JOIA,RS,2020,PEQUENO PORTE,5406725.93,47876509.76000001,32627213.06,4614604.81,,,,,,,False,False,False,False
JOIA,RS,2021,PEQUENO PORTE,4890463.53,50442692.81,31620251.96,5688922.9,,,,,,,False,False,False,False
JOIA,RS,2022,PEQUENO PORTE,3562708.49,51583899.41,35605075.12,7279333.16,,,,,,,False,False,False,False
JOIA,RS,2023,PEQUENO PORTE,3767425.89,56668932.36,36838267.74,7333921.95,,,,,,,False,False,False,False
JOIA,RS,2024,PEQUENO PORTE,3981263.08,62674970.11,35964856.53,9727057.47,,,,,,,False,False,False,False
JOSE DE FREITAS,PI,2019,MÉDIO PORTE,5333906.01,16088137.85,31183936.509999998,4130391.35,,,,,,,False,False,False,False
JOSE DE FREITAS,PI,2020,MÉDIO PORTE,6001408.24,19498562.15,30894745.89,4607815.64,,,,,,,False,False,False,False
JOSE DE FREITAS,PI,2021,MÉDIO PORTE,6472320.3,23178394.92,30145934.5,5095362.32,,,,,,,False,False,False,False
JOSE DE FREITAS,PI,2022,MÉDIO PORTE,10112081.64,25460442.67,32653189.61,7232012.55,,,,,,,False,False,False,False
JOSE DE FREITAS,PI,2023,MÉDIO PORTE,11673709.92,29873605.75,34109091.65,10235354.19,,,,,,,False,False,False,False
JOSE DE FREITAS,PI,2024,MÉDIO PORTE,11197033.46,36279734.57,32695420.49,15778524.48,2022-02-07 00:00:00,2021-12-14 00:00:00,,,,,False,False,False,False
JOVIANIA,GO,2019,PEQUENO PORTE,2009105.87,9953576.46,30948391.02,2423591.21,,,,,,,False,False,False,False
JOVIANIA,GO,2020,PEQUENO PORTE,2836812.89,10317077.9,30701247.07,2840150.78,,,,,,,False,False,False,False
JOVIANIA,GO,2021,PEQUENO PORTE,3928815.88,10447330.08,30038837.52,3455704.22,,,,,,,False,False,False,False
JOVIANIA,GO,2022,PEQUENO PORTE,4758677.5,10920915.38,30794695.02,3962461.81,,,,,,,False,False,False,False
JOVIANIA,GO,2023,PEQUENO PORTE,5800142.04,12594189.13,31460633.8,4714875.28,,,,,,,False,False,False,False
JOVIANIA,GO,2024,PEQUENO PORTE,7310142.35,14668428.4,31890346.09,7041308.81,,,,,,,False,False,False,False
JUATUBA,MG,2019,MÉDIO PORTE,7481836.25,18448516.28,35199005.26,2782793.94,,,,,,,False,False,False,False
JUATUBA,MG,2020,MÉDIO PORTE,8606249.31,26747662.94,31426311.849999998,2959806.1,,,,,,,False,False,False,False
JUATUBA,MG,2021,MÉDIO PORTE,9314494.44,34834033.3,31144545.81,4160231.44,,,,,,,False,False,False,False
JUATUBA,MG,2022,MÉDIO PORTE,8675692.58,42653700.73,30862540.4,5647390.05,,,,,,,False,False,False,False
JUATUBA,MG,2023,MÉDIO PORTE,10266127.8,49070924.79,34539118.79,7176959.55,,,,,,,False,False,False,False
JUATUBA,MG,2024,MÉDIO PORTE,11287839.97,60720059.37,34849564.3,8617998.65,2021-05-28 00:00:00,2021-05-21 00:00:00,2022-03-14 00:00:00,I,,I,False,False,False,False
JUAZEIRINHO,PB,2019,MÉDIO PORTE,2898078.48,7567382.32,30663829.29,2891179.73,,,,,,,False,False,False,False
JUAZEIRINHO,PB,2020,MÉDIO PORTE,3172448.78,8175566.49,30173091.05,3235329.09,,,,,,,False,False,False,False
JUAZEIRINHO,PB,2021,MÉDIO PORTE,5085954.54,8727428.030000001,29862452.79,3409245.48,,,,,,,False,False,False,False
JUAZEIRINHO,PB,2022,MÉDIO PORTE,5316345.96,10007834.36,29862452.79,4332934.66,,,,,,,False,False,False,False
JUAZEIRINHO,PB,2023,MÉDIO PORTE,5834814.38,11668990.37,29862452.79,5956879.68,,,,,,,False,False,False,False
JUAZEIRINHO,PB,2024,MÉDIO PORTE,5612909.2,14611735.56,29862452.79,5168091.64,,,,,,,False,False,False,False
JUCATI,PE,2019,PEQUENO PORTE,1445797.52,5561027.37,30164097.68,2314890.07,,,,,,,False,False,False,False
JUCATI,PE,2020,PEQUENO PORTE,977244.3,4517118.390000001,29967331.95,2217348.55,,,,,,,False,False,False,False
JUCATI,PE,2021,PEQUENO PORTE,2304336.11,3019596.9,29957963.27,2844366.58,,,,,,,False,False,False,False
JUCATI,PE,2022,PEQUENO PORTE,2558567.14,1122488.66,30001694.59,3594021.8,,,,,,,False,False,False,False
JUCATI,PE,2023,PEQUENO PORTE,3672860.32,1261730.4,30008412.119999997,4251409.57,,,,,,,False,False,False,False
JUCATI,PE,2024,PEQUENO PORTE,4311674.4,1125127.89,29930529.939999998,5775161.35,,,,,,,False,False,False,False
JUIZ DE FORA,MG,2019,GRANDE PORTE,81815933.63,12655650.44,30866388.66,190264475.31,,,,,,,False,False,False,False
JUIZ DE FORA,MG,2020,GRANDE PORTE,116789661.59,10627991.43,30132071.89,213804575.49,,,,,,,False,False,False,False
JUIZ DE FORA,MG,2021,GRANDE PORTE,192316594.96,13335102.98,30729395.04,211966644.96,,,,,,,False,False,False,False
JUIZ DE FORA,MG,2022,GRANDE PORTE,245820689.59,9264425.76,32295242.15,271935044.05,,,,,,,False,False,False,False
JUIZ DE FORA,MG,2023,GRANDE PORTE,317598556.09,8166817.84,35993528.019999996,284300229.6,,,,,,,False,False,False,False
JUIZ DE FORA,MG,2024,GRANDE PORTE,401799138.0,34467722.49,38306793.16,382712445.32,2023-12-29 00:00:00,2023-12-21 00:00:00,,,,,False,False,False,False
JULIO DE CASTILHOS,RS,2019,MÉDIO PORTE,6904948.19,49760848.37,35097183.78,4776191.06,,,,,,,False,False,False,False
JULIO DE CASTILHOS,RS,2020,MÉDIO PORTE,8331709.39,56697600.82,32980668.869999997,5895040.18,,,,,,,False,False,False,False
JULIO DE CASTILHOS,RS,2021,MÉDIO PORTE,8921376.53,62073670.3,31593665.4,6543340.39,,,,,,,False,False,False,False
JULIO DE CASTILHOS,RS,2022,MÉDIO PORTE,10366401.82,66873224.54000001,36364410.67,7564355.65,,,,,,,False,False,False,False
JULIO DE CASTILHOS,RS,2023,MÉDIO PORTE,11526664.88,75814843.25,40198800.36,8847855.85,,,,,,,False,False,False,False
JULIO DE CASTILHOS,RS,2024,MÉDIO PORTE,7511466.43,88425762.5,36773155.49,9497189.12,,,,,,,False,False,False,False
JUMIRIM,SP,2019,PEQUENO PORTE,1333257.84,19647764.45,32382751.9,739357.96,,,,,,,False,False,False,False
JUMIRIM,SP,2020,PEQUENO PORTE,1550839.09,22966642.86,31262387.869999997,926638.29,,,,,,,False,False,False,False
JUMIRIM,SP,2021,PEQUENO PORTE,1833071.57,25435753.01,29933090.099999998,1025591.0,,,,,,,False,False,False,False
JUMIRIM,SP,2022,PEQUENO PORTE,2168493.95,26495417.09,31797216.57,1216083.41,,,,,,,False,False,False,False
JUMIRIM,SP,2023,PEQUENO PORTE,2513746.82,29473429.61,34019030.4,1432456.02,,,,,,,False,False,False,False
JUMIRIM,SP,2024,PEQUENO PORTE,2672650.29,35146723.17,32067921.49,1670774.89,,,,,,,False,False,False,False
JUPI,PE,2019,PEQUENO PORTE,3600814.85,1315.8,29868925.13,5029910.22,,,,,,,False,False,False,False
